client,image,label
client_0,ISIC_0068100.npy,1
client_0,ISIC_0068751.npy,2
client_0,ISIC_0054720.npy,4
client_0,ISIC_0056918.npy,2
client_0,ISIC_0055368.npy,2
client_0,ISIC_0061509.npy,0
client_0,ISIC_0069533.npy,2
client_0,ISIC_0071126.npy,1
client_0,ISIC_0055346.npy,2
client_0,ISIC_0064315.npy,6
client_0,ISIC_0055262.npy,2
client_0,ISIC_0061497.npy,2
client_0,ISIC_0072276.npy,2
client_0,ISIC_0068044.npy,2
client_0,ISIC_0066113.npy,1
client_0,ISIC_0067228.npy,2
client_0,ISIC_0069250.npy,0
client_0,ISIC_0073128.npy,2
client_0,ISIC_0054668.npy,2
client_0,ISIC_0059989.npy,2
client_0,ISIC_0066511.npy,2
client_0,ISIC_0069191.npy,2
client_0,ISIC_0062623.npy,2
client_0,ISIC_0065404.npy,3
client_0,ISIC_0057127.npy,4
client_0,ISIC_0057370.npy,0
client_0,ISIC_0056990.npy,2
client_0,ISIC_0070380.npy,0
client_0,ISIC_0068875.npy,1
client_0,ISIC_0071502.npy,4
client_0,ISIC_0056756.npy,3
client_0,ISIC_0068664.npy,7
client_0,ISIC_0062708.npy,0
client_0,ISIC_0054771.npy,2
client_0,ISIC_0072080.npy,1
client_0,ISIC_0058541.npy,1
client_0,ISIC_0055929.npy,7
client_0,ISIC_0068948.npy,1
client_0,ISIC_0062535.npy,1
client_0,ISIC_0056849.npy,0
client_0,ISIC_0063221.npy,1
client_0,ISIC_0068144.npy,1
client_0,ISIC_0065173.npy,0
client_0,ISIC_0058184.npy,1
client_0,ISIC_0068223.npy,1
client_0,ISIC_0071704.npy,1
client_0,ISIC_0060469.npy,1
client_0,ISIC_0072877.npy,2
client_0,ISIC_0067060.npy,5
client_0,ISIC_0062795.npy,1
client_0,ISIC_0053718.npy,1
client_0,ISIC_0059227.npy,2
client_0,ISIC_0065561.npy,2
client_0,ISIC_0065190.npy,2
client_0,ISIC_0072579.npy,1
client_0,ISIC_0065334.npy,2
client_0,ISIC_0059230.npy,1
client_0,ISIC_0068800.npy,0
client_0,ISIC_0055292.npy,4
client_0,ISIC_0057369.npy,0
client_0,ISIC_0061438.npy,2
client_0,ISIC_0066155.npy,2
client_0,ISIC_0069084.npy,0
client_0,ISIC_0063932.npy,1
client_0,ISIC_0065300.npy,4
client_0,ISIC_0055731.npy,1
client_0,ISIC_0066339.npy,1
client_0,ISIC_0071826.npy,0
client_0,ISIC_0064358.npy,7
client_0,ISIC_0070754.npy,3
client_0,ISIC_0073247.npy,2
client_0,ISIC_0066497.npy,0
client_0,ISIC_0057307.npy,0
client_0,ISIC_0066204.npy,0
client_0,ISIC_0072778.npy,1
client_0,ISIC_0056908.npy,1
client_0,ISIC_0072522.npy,0
client_0,ISIC_0071459.npy,2
client_0,ISIC_0061697.npy,2
client_0,ISIC_0053857.npy,5
client_0,ISIC_0053833.npy,1
client_0,ISIC_0069767.npy,1
client_0,ISIC_0065204.npy,1
client_0,ISIC_0069978.npy,4
client_0,ISIC_0061515.npy,2
client_0,ISIC_0061119.npy,2
client_0,ISIC_0058328.npy,5
client_0,ISIC_0057437.npy,3
client_0,ISIC_0060319.npy,0
client_0,ISIC_0057679.npy,3
client_0,ISIC_0060451.npy,1
client_0,ISIC_0070844.npy,2
client_0,ISIC_0054543.npy,4
client_0,ISIC_0068341.npy,1
client_0,ISIC_0064502.npy,5
client_0,ISIC_0061530.npy,1
client_0,ISIC_0061947.npy,3
client_0,ISIC_0056380.npy,1
client_0,ISIC_0060877.npy,1
client_0,ISIC_0071767.npy,0
client_0,ISIC_0054270.npy,1
client_0,ISIC_0072567.npy,2
client_0,ISIC_0068747.npy,0
client_0,ISIC_0055077.npy,1
client_0,ISIC_0067305.npy,2
client_0,ISIC_0061808.npy,1
client_0,ISIC_0055765.npy,2
client_0,ISIC_0067296.npy,0
client_0,ISIC_0061858.npy,1
client_0,ISIC_0060885.npy,2
client_0,ISIC_0072021.npy,0
client_0,ISIC_0059210.npy,2
client_0,ISIC_0068916.npy,1
client_0,ISIC_0059725.npy,2
client_0,ISIC_0071024.npy,6
client_0,ISIC_0069232.npy,4
client_0,ISIC_0071354.npy,1
client_0,ISIC_0059533.npy,1
client_0,ISIC_0055995.npy,1
client_0,ISIC_0066975.npy,1
client_0,ISIC_0064507.npy,0
client_0,ISIC_0066224.npy,2
client_0,ISIC_0070088.npy,2
client_0,ISIC_0064660.npy,0
client_0,ISIC_0056920.npy,3
client_0,ISIC_0055182.npy,4
client_0,ISIC_0065202.npy,1
client_0,ISIC_0065308.npy,2
client_0,ISIC_0064878.npy,7
client_0,ISIC_0063171.npy,2
client_0,ISIC_0067738.npy,1
client_0,ISIC_0072027.npy,1
client_0,ISIC_0070228.npy,1
client_0,ISIC_0071727.npy,7
client_0,ISIC_0066336.npy,0
client_0,ISIC_0070350.npy,7
client_0,ISIC_0064922.npy,1
client_0,ISIC_0066220.npy,3
client_0,ISIC_0062481.npy,0
client_0,ISIC_0057025.npy,0
client_0,ISIC_0055881.npy,1
client_0,ISIC_0055491.npy,0
client_0,ISIC_0063241.npy,0
client_0,ISIC_0064167.npy,0
client_0,ISIC_0063047.npy,7
client_0,ISIC_0062171.npy,0
client_0,ISIC_0059755.npy,2
client_0,ISIC_0054539.npy,2
client_0,ISIC_0064964.npy,1
client_0,ISIC_0055324.npy,1
client_0,ISIC_0059769.npy,1
client_0,ISIC_0065996.npy,1
client_0,ISIC_0064953.npy,6
client_0,ISIC_0066854.npy,0
client_0,ISIC_0059570.npy,2
client_0,ISIC_0065569.npy,4
client_0,ISIC_0053485.npy,0
client_0,ISIC_0057506.npy,1
client_0,ISIC_0061709.npy,0
client_0,ISIC_0054158.npy,2
client_0,ISIC_0060004.npy,4
client_0,ISIC_0060834.npy,0
client_0,ISIC_0072245.npy,2
client_0,ISIC_0072731.npy,2
client_0,ISIC_0058185.npy,7
client_0,ISIC_0056255.npy,2
client_0,ISIC_0067657.npy,4
client_0,ISIC_0065514.npy,4
client_0,ISIC_0071193.npy,0
client_0,ISIC_0071645.npy,5
client_0,ISIC_0057242.npy,2
client_0,ISIC_0072213.npy,1
client_0,ISIC_0069437.npy,0
client_0,ISIC_0062587.npy,4
client_0,ISIC_0062991.npy,0
client_0,ISIC_0070156.npy,2
client_0,ISIC_0072370.npy,4
client_0,ISIC_0058880.npy,0
client_0,ISIC_0069735.npy,1
client_0,ISIC_0071296.npy,2
client_0,ISIC_0058193.npy,2
client_0,ISIC_0057727.npy,0
client_0,ISIC_0070846.npy,0
client_0,ISIC_0063834.npy,1
client_0,ISIC_0055309.npy,0
client_0,ISIC_0069575.npy,2
client_0,ISIC_0055930.npy,0
client_0,ISIC_0064397.npy,1
client_0,ISIC_0056819.npy,0
client_0,ISIC_0059186.npy,4
client_0,ISIC_0056281.npy,1
client_0,ISIC_0067726.npy,4
client_0,ISIC_0053534.npy,2
client_0,ISIC_0059758.npy,2
client_0,ISIC_0072423.npy,1
client_0,ISIC_0073038.npy,0
client_0,ISIC_0056535.npy,4
client_0,ISIC_0065033.npy,1
client_0,ISIC_0065735.npy,0
client_0,ISIC_0069732.npy,2
client_0,ISIC_0067517.npy,1
client_0,ISIC_0055537.npy,4
client_0,ISIC_0053801.npy,0
client_0,ISIC_0072167.npy,1
client_0,ISIC_0065550.npy,0
client_0,ISIC_0060386.npy,0
client_0,ISIC_0070395.npy,1
client_0,ISIC_0069106.npy,1
client_0,ISIC_0072518.npy,1
client_0,ISIC_0056631.npy,2
client_0,ISIC_0064540.npy,1
client_0,ISIC_0062921.npy,1
client_0,ISIC_0063200.npy,2
client_0,ISIC_0070373.npy,1
client_0,ISIC_0071343.npy,1
client_0,ISIC_0064843.npy,2
client_0,ISIC_0053779.npy,6
client_0,ISIC_0066654.npy,2
client_0,ISIC_0063525.npy,1
client_0,ISIC_0056603.npy,1
client_0,ISIC_0062495.npy,1
client_0,ISIC_0054421.npy,1
client_0,ISIC_0062132.npy,1
client_0,ISIC_0066329.npy,2
client_0,ISIC_0063822.npy,2
client_0,ISIC_0067843.npy,0
client_0,ISIC_0059726.npy,1
client_0,ISIC_0060844.npy,2
client_0,ISIC_0055273.npy,3
client_0,ISIC_0068113.npy,2
client_0,ISIC_0073173.npy,0
client_0,ISIC_0056236.npy,2
client_0,ISIC_0066797.npy,1
client_0,ISIC_0055358.npy,1
client_0,ISIC_0067832.npy,2
client_0,ISIC_0068407.npy,0
client_0,ISIC_0060131.npy,7
client_0,ISIC_0065439.npy,6
client_0,ISIC_0063575.npy,2
client_0,ISIC_0055032.npy,2
client_0,ISIC_0059923.npy,1
client_0,ISIC_0068425.npy,1
client_0,ISIC_0067527.npy,7
client_0,ISIC_0072768.npy,0
client_0,ISIC_0054849.npy,2
client_0,ISIC_0054038.npy,0
client_0,ISIC_0068731.npy,2
client_0,ISIC_0058518.npy,0
client_0,ISIC_0064475.npy,1
client_0,ISIC_0063529.npy,2
client_0,ISIC_0064349.npy,0
client_0,ISIC_0060716.npy,1
client_0,ISIC_0057050.npy,2
client_0,ISIC_0072463.npy,2
client_0,ISIC_0067386.npy,2
client_0,ISIC_0063389.npy,1
client_0,ISIC_0070096.npy,2
client_0,ISIC_0060380.npy,0
client_0,ISIC_0063693.npy,0
client_0,ISIC_0058576.npy,2
client_0,ISIC_0069759.npy,3
client_0,ISIC_0063777.npy,1
client_0,ISIC_0055437.npy,1
client_0,ISIC_0056528.npy,1
client_0,ISIC_0065413.npy,3
client_0,ISIC_0066587.npy,4
client_0,ISIC_0069789.npy,3
client_0,ISIC_0055443.npy,1
client_0,ISIC_0060520.npy,1
client_0,ISIC_0067710.npy,1
client_0,ISIC_0064854.npy,1
client_0,ISIC_0070687.npy,2
client_0,ISIC_0059087.npy,3
client_0,ISIC_0070136.npy,1
client_0,ISIC_0058305.npy,7
client_0,ISIC_0054694.npy,0
client_0,ISIC_0057743.npy,1
client_0,ISIC_0059079.npy,0
client_0,ISIC_0060283.npy,2
client_0,ISIC_0055308.npy,5
client_0,ISIC_0061309.npy,2
client_0,ISIC_0059077.npy,0
client_0,ISIC_0054530.npy,2
client_0,ISIC_0063464.npy,0
client_0,ISIC_0063052.npy,3
client_0,ISIC_0071841.npy,1
client_0,ISIC_0068030.npy,2
client_0,ISIC_0062318.npy,0
client_0,ISIC_0069320.npy,1
client_0,ISIC_0057489.npy,1
client_0,ISIC_0060150.npy,0
client_0,ISIC_0054634.npy,3
client_0,ISIC_0067036.npy,1
client_0,ISIC_0060502.npy,0
client_0,ISIC_0061334.npy,0
client_0,ISIC_0069742.npy,2
client_0,ISIC_0055742.npy,0
client_0,ISIC_0055723.npy,1
client_0,ISIC_0057790.npy,1
client_0,ISIC_0067642.npy,2
client_0,ISIC_0056709.npy,2
client_0,ISIC_0058101.npy,4
client_0,ISIC_0068401.npy,0
client_0,ISIC_0062386.npy,2
client_0,ISIC_0069402.npy,0
client_0,ISIC_0058755.npy,1
client_0,ISIC_0072998.npy,1
client_0,ISIC_0065281.npy,1
client_0,ISIC_0066294.npy,1
client_0,ISIC_0056690.npy,1
client_0,ISIC_0055640.npy,1
client_0,ISIC_0068776.npy,0
client_0,ISIC_0068895.npy,0
client_0,ISIC_0058105.npy,1
client_0,ISIC_0055123.npy,2
client_0,ISIC_0060130.npy,1
client_0,ISIC_0069435.npy,4
client_0,ISIC_0057734.npy,0
client_0,ISIC_0060976.npy,1
client_0,ISIC_0065837.npy,1
client_0,ISIC_0071143.npy,1
client_0,ISIC_0071321.npy,0
client_0,ISIC_0067447.npy,1
client_0,ISIC_0065083.npy,2
client_0,ISIC_0065783.npy,1
client_0,ISIC_0058531.npy,1
client_0,ISIC_0064485.npy,1
client_0,ISIC_0069859.npy,0
client_0,ISIC_0068920.npy,2
client_0,ISIC_0066978.npy,4
client_0,ISIC_0073116.npy,2
client_0,ISIC_0071437.npy,1
client_0,ISIC_0070705.npy,1
client_0,ISIC_0067490.npy,3
client_0,ISIC_0060795.npy,0
client_0,ISIC_0071485.npy,1
client_0,ISIC_0058239.npy,3
client_0,ISIC_0070853.npy,2
client_0,ISIC_0065303.npy,2
client_0,ISIC_0069363.npy,1
client_0,ISIC_0070592.npy,4
client_0,ISIC_0069321.npy,1
client_0,ISIC_0067760.npy,1
client_0,ISIC_0065103.npy,7
client_0,ISIC_0061702.npy,1
client_0,ISIC_0073012.npy,6
client_0,ISIC_0070327.npy,0
client_0,ISIC_0054749.npy,1
client_0,ISIC_0055059.npy,2
client_0,ISIC_0060307.npy,0
client_0,ISIC_0070719.npy,7
client_0,ISIC_0055283.npy,1
client_0,ISIC_0072850.npy,1
client_0,ISIC_0053813.npy,2
client_0,ISIC_0065977.npy,1
client_0,ISIC_0055044.npy,1
client_0,ISIC_0070056.npy,3
client_0,ISIC_0057443.npy,1
client_0,ISIC_0059240.npy,1
client_0,ISIC_0057074.npy,1
client_0,ISIC_0072969.npy,7
client_0,ISIC_0070229.npy,1
client_0,ISIC_0060635.npy,1
client_0,ISIC_0060024.npy,5
client_0,ISIC_0061026.npy,2
client_0,ISIC_0066801.npy,7
client_0,ISIC_0058676.npy,0
client_0,ISIC_0068849.npy,1
client_0,ISIC_0060145.npy,2
client_0,ISIC_0065203.npy,3
client_0,ISIC_0065400.npy,1
client_0,ISIC_0060286.npy,1
client_0,ISIC_0059990.npy,1
client_0,ISIC_0063766.npy,0
client_0,ISIC_0054576.npy,1
client_0,ISIC_0060215.npy,0
client_0,ISIC_0062057.npy,1
client_0,ISIC_0063072.npy,0
client_0,ISIC_0058011.npy,2
client_0,ISIC_0070858.npy,7
client_0,ISIC_0070245.npy,4
client_0,ISIC_0068991.npy,5
client_0,ISIC_0059840.npy,0
client_0,ISIC_0065967.npy,1
client_0,ISIC_0058050.npy,0
client_0,ISIC_0057396.npy,1
client_0,ISIC_0070118.npy,0
client_0,ISIC_0054937.npy,1
client_0,ISIC_0069727.npy,0
client_0,ISIC_0057022.npy,3
client_0,ISIC_0056187.npy,2
client_0,ISIC_0060400.npy,2
client_0,ISIC_0055269.npy,1
client_0,ISIC_0067346.npy,2
client_0,ISIC_0064633.npy,0
client_0,ISIC_0056501.npy,0
client_0,ISIC_0068185.npy,1
client_0,ISIC_0070990.npy,0
client_0,ISIC_0071997.npy,0
client_0,ISIC_0061056.npy,2
client_0,ISIC_0073198.npy,3
client_0,ISIC_0068370.npy,3
client_0,ISIC_0067856.npy,4
client_0,ISIC_0069750.npy,1
client_0,ISIC_0054353.npy,2
client_0,ISIC_0073215.npy,2
client_0,ISIC_0056586.npy,4
client_0,ISIC_0058237.npy,0
client_0,ISIC_0054542.npy,2
client_0,ISIC_0073100.npy,4
client_0,ISIC_0071292.npy,1
client_0,ISIC_0069255.npy,2
client_0,ISIC_0061941.npy,0
client_0,ISIC_0067409.npy,2
client_0,ISIC_0062984.npy,2
client_0,ISIC_0059109.npy,4
client_0,ISIC_0071157.npy,2
client_0,ISIC_0054025.npy,0
client_0,ISIC_0059416.npy,1
client_0,ISIC_0065167.npy,2
client_0,ISIC_0063639.npy,1
client_0,ISIC_0072540.npy,2
client_0,ISIC_0072427.npy,2
client_0,ISIC_0057166.npy,1
client_0,ISIC_0072891.npy,2
client_0,ISIC_0054290.npy,0
client_0,ISIC_0057591.npy,0
client_0,ISIC_0058538.npy,1
client_0,ISIC_0054451.npy,2
client_0,ISIC_0061165.npy,0
client_0,ISIC_0068295.npy,0
client_0,ISIC_0071643.npy,1
client_0,ISIC_0057511.npy,2
client_0,ISIC_0069932.npy,3
client_0,ISIC_0053839.npy,0
client_0,ISIC_0054918.npy,5
client_0,ISIC_0068188.npy,0
client_0,ISIC_0067106.npy,2
client_0,ISIC_0057933.npy,2
client_0,ISIC_0057600.npy,1
client_0,ISIC_0068159.npy,2
client_0,ISIC_0067631.npy,1
client_0,ISIC_0053945.npy,0
client_0,ISIC_0068898.npy,2
client_0,ISIC_0057172.npy,0
client_0,ISIC_0062087.npy,0
client_0,ISIC_0054887.npy,1
client_0,ISIC_0073113.npy,2
client_0,ISIC_0058909.npy,0
client_0,ISIC_0055608.npy,1
client_0,ISIC_0053935.npy,2
client_0,ISIC_0064073.npy,0
client_0,ISIC_0071570.npy,2
client_0,ISIC_0067700.npy,1
client_0,ISIC_0062615.npy,2
client_0,ISIC_0061968.npy,3
client_0,ISIC_0059012.npy,2
client_0,ISIC_0060105.npy,4
client_0,ISIC_0059804.npy,0
client_0,ISIC_0064728.npy,1
client_0,ISIC_0055102.npy,7
client_0,ISIC_0067291.npy,2
client_0,ISIC_0056172.npy,2
client_0,ISIC_0055453.npy,0
client_0,ISIC_0072099.npy,0
client_0,ISIC_0058470.npy,1
client_0,ISIC_0060839.npy,1
client_0,ISIC_0056411.npy,2
client_0,ISIC_0062500.npy,1
client_0,ISIC_0072465.npy,2
client_0,ISIC_0061688.npy,4
client_0,ISIC_0061062.npy,2
client_0,ISIC_0058635.npy,1
client_0,ISIC_0066760.npy,2
client_0,ISIC_0053626.npy,2
client_0,ISIC_0065740.npy,0
client_0,ISIC_0065992.npy,3
client_0,ISIC_0060810.npy,3
client_0,ISIC_0059399.npy,1
client_0,ISIC_0068129.npy,0
client_0,ISIC_0072864.npy,4
client_0,ISIC_0065229.npy,0
client_0,ISIC_0071239.npy,0
client_0,ISIC_0057863.npy,4
client_0,ISIC_0062662.npy,7
client_0,ISIC_0055498.npy,0
client_0,ISIC_0055858.npy,1
client_0,ISIC_0060207.npy,3
client_0,ISIC_0064141.npy,0
client_0,ISIC_0060063.npy,2
client_0,ISIC_0063295.npy,0
client_0,ISIC_0054739.npy,4
client_0,ISIC_0065378.npy,1
client_0,ISIC_0063801.npy,1
client_0,ISIC_0058716.npy,0
client_0,ISIC_0061632.npy,1
client_0,ISIC_0070452.npy,1
client_0,ISIC_0063936.npy,2
client_0,ISIC_0056017.npy,0
client_0,ISIC_0071331.npy,2
client_0,ISIC_0062485.npy,1
client_0,ISIC_0056461.npy,1
client_0,ISIC_0069105.npy,0
client_0,ISIC_0069703.npy,2
client_0,ISIC_0058156.npy,1
client_0,ISIC_0061154.npy,3
client_0,ISIC_0067010.npy,1
client_0,ISIC_0063906.npy,1
client_0,ISIC_0056351.npy,1
client_0,ISIC_0056176.npy,3
client_0,ISIC_0069221.npy,4
client_0,ISIC_0068532.npy,1
client_0,ISIC_0062993.npy,1
client_0,ISIC_0066558.npy,2
client_0,ISIC_0071718.npy,1
client_0,ISIC_0055266.npy,2
client_0,ISIC_0065602.npy,2
client_0,ISIC_0064085.npy,1
client_0,ISIC_0071753.npy,4
client_0,ISIC_0061082.npy,1
client_0,ISIC_0056611.npy,7
client_0,ISIC_0069316.npy,4
client_0,ISIC_0055027.npy,4
client_0,ISIC_0057806.npy,3
client_0,ISIC_0060581.npy,1
client_0,ISIC_0068325.npy,3
client_0,ISIC_0072993.npy,2
client_0,ISIC_0059111.npy,2
client_0,ISIC_0066495.npy,2
client_0,ISIC_0060749.npy,0
client_0,ISIC_0058058.npy,2
client_0,ISIC_0059252.npy,1
client_0,ISIC_0072575.npy,1
client_0,ISIC_0061320.npy,0
client_0,ISIC_0072772.npy,2
client_0,ISIC_0070234.npy,7
client_0,ISIC_0064584.npy,7
client_0,ISIC_0060560.npy,4
client_0,ISIC_0061634.npy,1
client_0,ISIC_0057973.npy,0
client_0,ISIC_0072992.npy,3
client_0,ISIC_0058639.npy,3
client_0,ISIC_0072346.npy,1
client_0,ISIC_0065211.npy,4
client_0,ISIC_0070427.npy,0
client_0,ISIC_0064565.npy,1
client_0,ISIC_0060488.npy,4
client_0,ISIC_0066816.npy,2
client_0,ISIC_0061799.npy,0
client_0,ISIC_0061812.npy,0
client_0,ISIC_0065140.npy,2
client_0,ISIC_0059575.npy,7
client_0,ISIC_0071890.npy,2
client_0,ISIC_0071793.npy,4
client_0,ISIC_0063723.npy,0
client_0,ISIC_0053570.npy,0
client_0,ISIC_0057453.npy,5
client_0,ISIC_0057175.npy,2
client_0,ISIC_0072730.npy,0
client_0,ISIC_0066544.npy,2
client_0,ISIC_0061157.npy,2
client_0,ISIC_0057771.npy,0
client_0,ISIC_0065495.npy,3
client_0,ISIC_0060257.npy,3
client_0,ISIC_0068693.npy,1
client_0,ISIC_0063764.npy,1
client_0,ISIC_0062419.npy,1
client_0,ISIC_0058024.npy,0
client_0,ISIC_0070086.npy,2
client_0,ISIC_0055399.npy,2
client_0,ISIC_0053629.npy,1
client_0,ISIC_0068372.npy,1
client_0,ISIC_0053668.npy,1
client_0,ISIC_0055749.npy,1
client_0,ISIC_0063866.npy,0
client_0,ISIC_0055401.npy,2
client_0,ISIC_0063371.npy,4
client_0,ISIC_0055736.npy,2
client_0,ISIC_0059350.npy,0
client_0,ISIC_0054672.npy,1
client_0,ISIC_0069659.npy,2
client_0,ISIC_0068507.npy,3
client_0,ISIC_0061684.npy,0
client_0,ISIC_0071600.npy,0
client_0,ISIC_0063149.npy,2
client_0,ISIC_0060198.npy,2
client_0,ISIC_0068053.npy,1
client_0,ISIC_0065006.npy,0
client_0,ISIC_0058139.npy,1
client_0,ISIC_0062097.npy,1
client_0,ISIC_0061825.npy,0
client_0,ISIC_0066663.npy,1
client_0,ISIC_0069985.npy,1
client_0,ISIC_0057694.npy,1
client_0,ISIC_0068494.npy,1
client_0,ISIC_0063214.npy,1
client_0,ISIC_0068036.npy,2
client_0,ISIC_0069687.npy,1
client_0,ISIC_0071518.npy,1
client_0,ISIC_0053824.npy,0
client_0,ISIC_0058501.npy,0
client_0,ISIC_0066472.npy,4
client_0,ISIC_0067550.npy,1
client_0,ISIC_0070509.npy,1
client_0,ISIC_0064751.npy,2
client_0,ISIC_0069561.npy,1
client_0,ISIC_0057364.npy,1
client_0,ISIC_0072252.npy,0
client_0,ISIC_0064905.npy,0
client_0,ISIC_0065343.npy,7
client_0,ISIC_0058016.npy,0
client_0,ISIC_0062530.npy,0
client_0,ISIC_0056768.npy,4
client_0,ISIC_0055214.npy,1
client_0,ISIC_0071754.npy,1
client_0,ISIC_0065861.npy,3
client_0,ISIC_0070381.npy,2
client_0,ISIC_0062160.npy,0
client_0,ISIC_0060745.npy,1
client_0,ISIC_0055949.npy,1
client_0,ISIC_0055691.npy,1
client_0,ISIC_0068175.npy,3
client_0,ISIC_0062368.npy,4
client_0,ISIC_0062785.npy,1
client_0,ISIC_0071313.npy,3
client_0,ISIC_0066439.npy,1
client_0,ISIC_0059544.npy,4
client_0,ISIC_0069736.npy,0
client_0,ISIC_0053842.npy,1
client_0,ISIC_0070631.npy,1
client_0,ISIC_0059540.npy,3
client_0,ISIC_0058477.npy,1
client_0,ISIC_0057386.npy,1
client_0,ISIC_0063836.npy,0
client_0,ISIC_0070046.npy,0
client_0,ISIC_0072011.npy,1
client_0,ISIC_0070038.npy,1
client_0,ISIC_0071003.npy,2
client_0,ISIC_0055293.npy,0
client_0,ISIC_0063718.npy,4
client_0,ISIC_0069389.npy,4
client_0,ISIC_0069837.npy,1
client_0,ISIC_0069298.npy,1
client_0,ISIC_0064157.npy,0
client_0,ISIC_0068571.npy,3
client_0,ISIC_0069936.npy,2
client_0,ISIC_0062684.npy,0
client_0,ISIC_0063402.npy,1
client_0,ISIC_0067592.npy,3
client_0,ISIC_0069790.npy,4
client_0,ISIC_0056245.npy,4
client_0,ISIC_0058828.npy,1
client_0,ISIC_0071121.npy,1
client_0,ISIC_0064325.npy,2
client_0,ISIC_0058896.npy,1
client_0,ISIC_0055193.npy,0
client_0,ISIC_0058768.npy,0
client_0,ISIC_0068382.npy,0
